page_id,name,urlslug,ID,ALIGN,EYES,HAIR,SEX,SEXUALITY,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
288162,Oya (New Earth),Oya_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,1,"2001, June",2001
91726,Mudge (New Earth),Mudge_(New_Earth),ND,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2001, January",2001
342140,Ericht (New Earth),Ericht_(New_Earth),ND,Bad Characters,ND,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2001, February",2001
193963,Stormfront (New Earth),Stormfront_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2001, December",2001
194569,Warjack (New Earth),Warjack_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2001, December",2001
263714,Canis Minor (New Earth),Canis_Minor_(New_Earth),Public Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2001, August",2001
134784,El Lobizon (New Earth),El_Lobizon_(New_Earth),Secret Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2000, September",2000
217344,Gualicho (New Earth),Gualicho_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2000, September",2000
134786,Pampero (New Earth),Pampero_(New_Earth),Secret Identity,Good Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2000, September",2000
213242,Doll Man II (New Earth),Doll_Man_II_(New_Earth),Secret Identity,Good Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2000, October",2000
7566,Laura Klein (New Earth),Laura_Klein_(New_Earth),Secret Identity,ND,ND,Black Hair,Female Characters,Heterosexual Characters,Living Characters,1,"2000, October",2000
55375,Rosemary Fields (New Earth),Rosemary_Fields_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Heterosexual Characters,Living Characters,1,"2000, October",2000
287135,Metalhead II (New Earth),Metalhead_II_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Red Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2000, May",2000
287180,Girth (New Earth),Girth_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2000, March",2000
287170,Kittyhawk (New Earth),Kittyhawk_(New_Earth),Secret Identity,Bad Characters,ND,Black Hair,Female Characters,Heterosexual Characters,Living Characters,1,"2000, March",2000
287174,Napalm II (New Earth),Napalm_II_(New_Earth),Secret Identity,Bad Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2000, March",2000
332979,Joatt (New Earth),Joatt_(New_Earth),Public Identity,Good Characters,ND,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2000, July",2000
305226,Eve Teschmacher (New Earth),Eve_Teschmacher_(New_Earth),Public Identity,Neutral Characters,ND,Brown Hair,Female Characters,Heterosexual Characters,Living Characters,1,"2000, January",2000
203660,Duran (New Earth),Duran_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"2000, August",2000
146788,Tengu II (New Earth),Tengu_II_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"2000, August",2000
193443,Skeleton (New Earth),Skeleton_(New_Earth),Secret Identity,Bad Characters,ND,ND,ND,Heterosexual Characters,Living Characters,1,"2000, April",2000
341953,Nurse Maggit (New Earth),Nurse_Maggit_(New_Earth),Public Identity,Bad Characters,Red Eyes,ND,Female Characters,Heterosexual Characters,Living Characters,1,"1999, September",1999
184678,Dome (New Earth),Dome_(New_Earth),ND,Bad Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1999, October",1999
192619,Red Dart (New Earth),Red_Dart_(New_Earth),ND,Bad Characters,ND,Red Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1999, October",1999
361915,Echielias (New Earth),Echielias_(New_Earth),Public Identity,Good Characters,Red Eyes,Grey Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1999, November",1999
284549,Heraphon (New Earth),Heraphon_(New_Earth),Public Identity,Good Characters,Red Eyes,Grey Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1999, November",1999
361919,Rrall (New Earth),Rrall_(New_Earth),Public Identity,Good Characters,Red Eyes,Grey Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1999, November",1999
344909,Vestina (New Earth),Vestina_(New_Earth),ND,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1999, November",1999
89114,Audrey Lee (New Earth),Audrey_Lee_(New_Earth),Public Identity,Good Characters,ND,Grey Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1999, May",1999
187313,Illuminata (New Earth),Illuminata_(New_Earth),ND,Bad Characters,Green Eyes,Blond Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1999, June",1999
150497,William Riley (New Earth),William_Riley_(New_Earth),ND,ND,Blue Eyes,Grey Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1999, June",1999
172065,Bad Grrl (New Earth),Bad_Grrl_(New_Earth),ND,Bad Characters,ND,Black Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1999, July",1999
183122,Bitter Ruth (New Earth),Bitter_Ruth_(New_Earth),Secret Identity,Bad Characters,ND,Blond Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1999, July",1999
184516,Cybersaw (New Earth),Cybersaw_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1999, July",1999
184577,Dartagnan (New Earth),Dartagnan_(New_Earth),Secret Identity,Bad Characters,ND,Red Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1999, July",1999
184580,Deadfall II (New Earth),Deadfall_II_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1999, July",1999
185274,Doctor Omega (New Earth),Doctor_Omega_(New_Earth),Secret Identity,Bad Characters,ND,Red Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1999, July",1999
186937,Hearse (New Earth),Hearse_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1999, July",1999
191392,Miss Gsptlsnz (New Earth),Miss_Gsptlsnz_(New_Earth),ND,ND,ND,Red Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1999, July",1999
130673,Colby Zag (New Earth),Colby_Zag_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1999, January",1999
184480,Crazytop (New Earth),Crazytop_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1999, January",1999
194115,Tora (New Earth),Tora_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1999, January",1999
183474,Blithe (New Earth),Blithe_(New_Earth),ND,Good Characters,ND,Black Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1999, December",1999
221522,Piton II (New Earth),Piton_II_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1999, December",1999
193340,Sir Real (New Earth),Sir_Real_(New_Earth),ND,Bad Characters,ND,Blue Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1999, December",1999
183636,Buzzword (New Earth),Buzzword_(New_Earth),Secret Identity,Bad Characters,White Eyes,Blond Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1999, August",1999
291985,Gorbzil Mammit (New Earth),Gorbzil_Mammit_(New_Earth),Public Identity,Good Characters,Hazel Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1999, August",1999
282981,Grover Cleveland (New Earth),Grover_Cleveland_(New_Earth),ND,Good Characters,ND,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1999, August",1999
345477,Alexis (New Earth),Alexis_(New_Earth),ND,ND,ND,ND,Female Characters,Heterosexual Characters,Living Characters,1,"1998, September",1998
345478,Simone (New Earth),Simone_(New_Earth),ND,ND,ND,ND,Female Characters,Heterosexual Characters,Living Characters,1,"1998, September",1998
345481,Dimita (New Earth),Dimita_(New_Earth),ND,ND,ND,Black Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1998, October",1998
127411,Michael Patten (New Earth),Michael_Patten_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1998, October",1998
139771,Rip Roar (New Earth),Rip_Roar_(New_Earth),Public Identity,Bad Characters,Red Eyes,Strawberry Blond Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1998, October",1998
13675,Acidia (New Earth),Acidia_(New_Earth),Secret Identity,Bad Characters,Red Eyes,Blond Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1998, May",1998
334230,Andrew Johnson (New Earth),Andrew_Johnson_(New_Earth),ND,Good Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1998, May",1998
265510,Bookworm III (New Earth),Bookworm_III_(New_Earth),Secret Identity,Bad Characters,ND,Brown Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1998, May",1998
15956,Crackle (New Earth),Crackle_(New_Earth),Secret Identity,Bad Characters,ND,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1998, May",1998
265509,Pom Pom Girl (New Earth),Pom_Pom_Girl_(New_Earth),Secret Identity,Bad Characters,ND,Blond Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1998, May",1998
265508,Prom Queen (New Earth),Prom_Queen_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1998, May",1998
192562,Radiant II (New Earth),Radiant_II_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1998, May",1998
15897,Sharpe (New Earth),Sharpe_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1998, May",1998
183742,Carnivore (New Earth),Carnivore_(New_Earth),Identity Unknown,Bad Characters,Red Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1998, March",1998
184083,Peter Malley (New Earth),Peter_Malley_(New_Earth),Secret Identity,Bad Characters,Black Eyes,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1998, January",1998
187274,Becky Albright (New Earth),Becky_Albright_(New_Earth),Public Identity,Good Characters,Hazel Eyes,Brown Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1998, February",1998
283548,Kid Emotion (New Earth),Kid_Emotion_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1998, February",1998
205398,Robert Smith (New Earth),Robert_Smith_(New_Earth),ND,Good Characters,ND,Grey Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1998, February",1998
184570,Dark (New Earth),Dark_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1998, December",1998
15826,Thaddeus Hoskins (New Earth),Thaddeus_Hoskins_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1998, December",1998
283028,Franklin Pierce (New Earth),Franklin_Pierce_(New_Earth),ND,Good Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1997, September",1997
321378,Mister Finish (New Earth),Mister_Finish_(New_Earth),Secret Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1997, September",1997
191975,Output (New Earth),Output_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1997, September",1997
191977,Override (New Earth),Override_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1997, September",1997
309400,Andrea Martinez (New Earth),Andrea_Martinez_(New_Earth),Public Identity,Good Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1997, October",1997
187336,Inkling (New Earth),Inkling_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1997, October",1997
353843,Mawu (New Earth),Mawu_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1997, October",1997
332883,Topkick (New Earth),Topkick_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1997, October",1997
194137,Twilight II (New Earth),Twilight_II_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Female Characters,Homosexual Characters,Living Characters,1,"1997, November",1997
131105,Isaac Fisher (New Earth),Isaac_Fisher_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1997, May",1997
172057,AWOL (New Earth),AWOL_(New_Earth),Secret Identity,Bad Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1997, March",1997
183481,Bloodhound (New Earth),Bloodhound_(New_Earth),ND,Bad Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1997, March",1997
184598,Deathgrip (New Earth),Deathgrip_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1997, March",1997
238763,Mister Frost (New Earth),Mister_Frost_(New_Earth),ND,Bad Characters,Red Eyes,White Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1997, March",1997
127793,Nikolai Karpov (New Earth),Nikolai_Karpov_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1997, March",1997
194075,Tattoo II (New Earth),Tattoo_II_(New_Earth),ND,Bad Characters,ND,Blond Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1997, March",1997
186154,Fangg (Post-Zero Hour),Fangg_(Post-Zero_Hour),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1997, June",1997
192772,Rockslide (Post-Zero Hour),Rockslide_(Post-Zero_Hour),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1997, June",1997
193125,Scareware (New Earth),Scareware_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1997, June",1997
220137,Aimee DeWitt (New Earth),Aimee_DeWitt_(New_Earth),Public Identity,ND,ND,Brown Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1997, July",1997
351335,Althesia (New Earth),Althesia_(New_Earth),ND,Good Characters,ND,Brown Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1997, July",1997
311157,Sergeant Mack (New Earth),Sergeant_Mack_(New_Earth),ND,Good Characters,Blue Eyes,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1997, December",1997
273686,Hoppy (New Earth),Hoppy_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Pink Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1997, August",1997
273695,Millie (New Earth),Millie_(New_Earth),Public Identity,Good Characters,Blue Eyes,Pink Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1997, August",1997
110640,Vincent Falcone (New Earth),Vincent_Falcone_(New_Earth),Public Identity,Bad Characters,ND,Grey Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1997, August",1997
63416,Michael Adams (New Earth),Michael_Adams_(New_Earth),ND,ND,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1996, October",1996
188997,Phillipe Mouton (New Earth),Phillipe_Mouton_(New_Earth),Public Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1996, November",1996
137799,Eckstein (New Earth),Eckstein_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1996, March",1996
188539,Karrion (New Earth),Karrion_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1996, January",1996
194560,Wardog (New Earth),Wardog_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1996, January",1996
10574,Arashi Ohashi (New Earth),Arashi_Ohashi_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1996, December",1996
192282,Poltergeist (New Earth),Poltergeist_(New_Earth),ND,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1996, December",1996
367527,Wallace Johnson (New Earth),Wallace_Johnson_(New_Earth),ND,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1996, December",1996
310616,Myst (New Earth),Myst_(New_Earth),Secret Identity,Good Characters,ND,Black Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1996, August",1996
296889,Tarant (New Earth),Tarant_(New_Earth),Public Identity,Good Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1996, August",1996
341968,Buna (New Earth),Buna_(New_Earth),Public Identity,ND,Blue Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1995, September",1995
197579,Kalibre (New Earth),Kalibre_(New_Earth),ND,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1995, September",1995
186676,Abner Girdler (New Earth),Abner_Girdler_(New_Earth),Public Identity,Bad Characters,ND,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1995, October",1995
286234,Doctor Spectron (New Earth),Doctor_Spectron_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1995, November",1995
190830,Mourn (New Earth),Mourn_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1995, November",1995
240102,Duality (New Earth),Duality_(New_Earth),Public Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1995, May",1995
209171,Miles Duncan (New Earth),Miles_Duncan_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1995, May",1995
260400,Percival Pill (New Earth),Percival_Pill_(New_Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1995, May",1995
269383,Adrian Zapruder (New Earth),Adrian_Zapruder_(New_Earth),Public Identity,Neutral Characters,ND,White Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1995, March",1995
119427,Killrok (New Earth),Killrok_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1995, June",1995
128028,Onassis Sklar (New Earth),Onassis_Sklar_(New_Earth),ND,ND,ND,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1995, June",1995
151520,Indigo (New Earth),Indigo_(New_Earth),Secret Identity,Good Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1995, July",1995
192299,Prince Inferno (New Earth),Prince_Inferno_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1995, July",1995
196510,Chillblaine III (New Earth),Chillblaine_III_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1995, January",1995
305284,Gaia (New Earth),Gaia_(New_Earth),ND,Good Characters,ND,ND,Female Characters,Heterosexual Characters,Living Characters,1,"1995, February",1995
190829,Mountain Man (New Earth),Mountain_Man_(New_Earth),ND,Bad Characters,ND,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1995, February",1995
192258,Piton I (New Earth),Piton_I_(New_Earth),ND,Bad Characters,ND,Blond Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1995, February",1995
193321,Adrian Wentworth (New Earth),Adrian_Wentworth_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1995, December",1995
131114,Herbert Johnson (New Earth),Herbert_Johnson_(New_Earth),ND,Bad Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1995, August",1995
186178,Firebomb (New Earth),Firebomb_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1995, April",1995
344900,Braka (New Earth),Braka_(New_Earth),ND,Good Characters,ND,ND,Female Characters,Heterosexual Characters,Living Characters,1,"1994, September",1994
344580,Helen (New Earth),Helen_(New_Earth),ND,Good Characters,ND,Brown Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1994, September",1994
186955,Hotspot (New Earth),Hotspot_(New_Earth),Secret Identity,Bad Characters,ND,ND,Female Characters,Heterosexual Characters,Living Characters,1,"1994, September",1994
344318,Jocasta of Themyscira (New Earth),Jocasta_of_Themyscira_(New_Earth),ND,Good Characters,ND,Black Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1994, September",1994
344901,Lartys (New Earth),Lartys_(New_Earth),ND,Good Characters,ND,ND,Female Characters,Heterosexual Characters,Living Characters,1,"1994, September",1994
192425,Quake (New Earth),Quake_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1994, September",1994
193237,Shellgame (New Earth),Shellgame_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1994, September",1994
193949,Stiletta (New Earth),Stiletta_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Brown Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1994, September",1994
296542,Druu (New Earth),Druu_(New_Earth),Public Identity,Good Characters,ND,Green Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1994, October",1994
345377,Mala of Bana-Mighdall (New Earth),Mala_of_Bana-Mighdall_(New_Earth),ND,Good Characters,Blue Eyes,Brown Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1994, October",1994
344904,Trigona (New Earth),Trigona_(New_Earth),ND,Good Characters,ND,Brown Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1994, October",1994
344906,Penelope II (New Earth),Penelope_II_(New_Earth),ND,Good Characters,ND,Blond Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1994, November",1994
186182,Firepower (New Earth),Firepower_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1994, May",1994
142374,Ohm (New Earth),Ohm_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1994, May",1994
196513,Chillblaine II (New Earth),Chillblaine_II_(New_Earth),Secret Identity,Bad Characters,ND,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1994, March",1994
192261,Plasma (New Earth),Plasma_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1994, June",1994
246537,Nera (New Earth),Nera_(New_Earth),ND,Good Characters,ND,ND,ND,Heterosexual Characters,Living Characters,1,"1994, January",1994
194616,Wildman (New Earth),Wildman_(New_Earth),Secret Identity,Bad Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1994, February",1994
186251,Freelance (New Earth),Freelance_(New_Earth),ND,Bad Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1994, December",1994
82046,Mark Armstrong (New Earth),Mark_Armstrong_(New_Earth),ND,Good Characters,Green Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1994, December",1994
344907,Patrice (New Earth),Patrice_(New_Earth),ND,Good Characters,ND,ND,Female Characters,Heterosexual Characters,Living Characters,1,"1994, December",1994
172063,Backstabber (New Earth),Backstabber_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1994, April",1994
192198,Phantom Barber (New Earth),Phantom_Barber_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1994, April",1994
193099,Salvo (New Earth),Salvo_(New_Earth),ND,Bad Characters,ND,Blond Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1994, April",1994
184257,Codpiece (New Earth),Codpiece_(New_Earth),Secret Identity,Bad Characters,ND,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1993, September",1993
183484,Bloodthirst (New Earth),Bloodthirst_(New_Earth),Secret Identity,Bad Characters,White Eyes,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1993, November",1993
187528,Janissary (New Earth),Janissary_(New_Earth),ND,Bad Characters,ND,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1993, May",1993
30213,Timothy Miller (New Earth),Timothy_Miller_(New_Earth),ND,Bad Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1993, June",1993
264404,Billy the Girl (New Earth),Billy_the_Girl_(New_Earth),ND,Good Characters,ND,Brown Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1993, December",1993
186911,Hardknox (New Earth),Hardknox_(New_Earth),Secret Identity,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1993, December",1993
186551,Galaxa (New Earth),Galaxa_(New_Earth),ND,Bad Characters,ND,ND,Female Characters,Heterosexual Characters,Living Characters,1,"1993, April",1993
156768,Martian Womanhunter (New Earth),Martian_Womanhunter_(New_Earth),Public Identity,Neutral Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1992, September",1992
156775,Norman the Doorman (New Earth),Norman_the_Doorman_(New_Earth),Public Identity,Good Characters,ND,Brown Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1992, September",1992
192777,Rook (New Earth),Rook_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,ND,Female Characters,Heterosexual Characters,Living Characters,1,"1992, September",1992
156761,Sonarr (New Earth),Sonarr_(New_Earth),Secret Identity,Good Characters,ND,Red Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1992, September",1992
156764,Stinkbug (New Earth),Stinkbug_(New_Earth),Secret Identity,Good Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1992, September",1992
365292,Pharamond (New Earth),Pharamond_(New_Earth),Secret Identity,ND,Brown Eyes,Brown Hair,ND,Heterosexual Characters,Living Characters,1,"1992, November",1992
129966,Archibald Tipple (New Earth),Archibald_Tipple_(New_Earth),ND,Bad Characters,ND,Black Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1992, April",1992
182483,Five of Diamonds I (New Earth),Five_of_Diamonds_I_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1992, April",1992
182477,Four of Spades II (New Earth),Four_of_Spades_II_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1992, April",1992
19800,Phyllis Baker (New Earth),Phyllis_Baker_(New_Earth),Public Identity,Good Characters,ND,Strawberry Blond Hair,Female Characters,Heterosexual Characters,Living Characters,1,"1992, April",1992
192788,Rott (New Earth),Rott_(New_Earth),Public Identity,Bad Characters,Red Eyes,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1992, April",1992
155886,Stanislaus Johns (New Earth),Stanislaus_Johns_(New_Earth),ND,Bad Characters,Blue Eyes,White Hair,Male Characters,Heterosexual Characters,Living Characters,1,"1992, April",1992
182486,Three of Hearts I (New Earth),Three_of_Hearts_I_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1992, April",1992
182474,Three of Spades II (New Earth),Three_of_Spades_II_(New_Earth),ND,Bad Characters,ND,ND,Male Characters,Heterosexual Characters,Living Characters,1,"1992, April",1992
